pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
2og3,pdb/nucleocapsid_protein/SARS-CoV/2og3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV/2og3,nucleocapsid_protein,SARS-CoV,X-RAY DIFFRACTION,0,1.85,,0.19904,0.24711
6m3m,pdb/nucleocapsid_protein/SARS-CoV-2/6m3m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6m3m,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,1,2.7,,0.2578,0.2934
6vyo,pdb/nucleocapsid_protein/SARS-CoV-2/6vyo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6vyo,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,1,1.7,,0.1592,0.2053
6wji,pdb/nucleocapsid_protein/SARS-CoV-2/6wji,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6wji,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.05,,0.1869,0.2275
6wkp,pdb/nucleocapsid_protein/SARS-CoV-2/6wkp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6wkp,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.67,,0.1973,0.2477
6wzo,pdb/nucleocapsid_protein/SARS-CoV-2/6wzo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6wzo,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.42,,0.1573,0.1732
6wzq,pdb/nucleocapsid_protein/SARS-CoV-2/6wzq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6wzq,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.45,,0.1673,0.1802
6yi3,pdb/nucleocapsid_protein/SARS-CoV-2/6yi3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6yi3,nucleocapsid_protein,SARS-CoV-2,SOLUTION NMR,0,,,,
6yun,pdb/nucleocapsid_protein/SARS-CoV-2/6yun,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6yun,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.44,,0.1479,0.1888
6zco,pdb/nucleocapsid_protein/SARS-CoV-2/6zco,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/6zco,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.36,,0.1495,0.1962
7acs,pdb/nucleocapsid_protein/SARS-CoV-2/7acs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7acs,nucleocapsid_protein,SARS-CoV-2,SOLUTION NMR,0,,,,
7act,pdb/nucleocapsid_protein/SARS-CoV-2/7act,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7act,nucleocapsid_protein,SARS-CoV-2,SOLUTION NMR,0,,,,
7c22,pdb/nucleocapsid_protein/SARS-CoV-2/7c22,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7c22,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1887,0.2382
7cdz,pdb/nucleocapsid_protein/SARS-CoV-2/7cdz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7cdz,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1973,0.2266
7ce0,pdb/nucleocapsid_protein/SARS-CoV-2/7ce0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7ce0,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.39,,0.1767,0.1903
7lg0,pdb/nucleocapsid_protein/SARS-CoV-2/7lg0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7lg0,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.296,,0.2001,0.2684
7de1,pdb/nucleocapsid_protein/SARS-CoV-2/7de1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7de1,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1713,0.2227
7kgo,pdb/nucleocapsid_protein/SARS-CoV-2/7kgo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgo,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.15,,0.1829,0.2293
7kgp,pdb/nucleocapsid_protein/SARS-CoV-2/7kgp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgp,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.396,,0.1943,0.2035
7kgq,pdb/nucleocapsid_protein/SARS-CoV-2/7kgq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgq,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.34,,0.179,0.198
7kgr,pdb/nucleocapsid_protein/SARS-CoV-2/7kgr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgr,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.198,0.221
7kgs,pdb/nucleocapsid_protein/SARS-CoV-2/7kgs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgs,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.58,,0.174,0.197
7kgt,pdb/nucleocapsid_protein/SARS-CoV-2/7kgt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7kgt,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1692,0.2053
7ltu,pdb/nucleocapsid_protein/SARS-CoV-2/7ltu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7ltu,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.12,,0.1548,0.1953
7lux,pdb/nucleocapsid_protein/SARS-CoV-2/7lux,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7lux,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.3,,0.1948,0.236
7luz,pdb/nucleocapsid_protein/SARS-CoV-2/7luz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7luz,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.1,,0.1237,0.1497
7lv2,pdb/nucleocapsid_protein/SARS-CoV-2/7lv2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7lv2,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.3,,0.2488,0.242
7n0i,pdb/nucleocapsid_protein/SARS-CoV-2/7n0i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n0i,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.2394,0.2714
7f2e,pdb/nucleocapsid_protein/SARS-CoV-2/7f2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7f2e,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.098,,0.2676,0.2975
7n0r,pdb/nucleocapsid_protein/SARS-CoV-2/7n0r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n0r,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.42,,0.1405,0.1662
7n3c,pdb/nucleocapsid_protein/SARS-CoV-2/7n3c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n3c,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.82,,0.1794,0.2097
7n3d,pdb/nucleocapsid_protein/SARS-CoV-2/7n3d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n3d,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.52,,0.1572,0.1902
7vnu,pdb/nucleocapsid_protein/SARS-CoV-2/7vnu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7vnu,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.95,,0.1884,0.2259
7cr5,pdb/nucleocapsid_protein/SARS-CoV-2/7cr5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7cr5,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.08,,0.1908,0.222
7r98,pdb/nucleocapsid_protein/SARS-CoV-2/7r98,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7r98,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.51,,0.2264,0.2732
7f2b,pdb/nucleocapsid_protein/SARS-CoV-2/7f2b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7f2b,nucleocapsid_protein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1566,0.2135
6xdc,pdb/orf3a_protein/SARS-CoV-2/6xdc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf3a_protein/SARS-CoV-2/6xdc,orf3a_protein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
7kjr,pdb/orf3a_protein/SARS-CoV-2/7kjr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf3a_protein/SARS-CoV-2/7kjr,orf3a_protein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.08,,,
7ci3,pdb/orf7a/SARS-CoV-2/7ci3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf7a/SARS-CoV-2/7ci3,orf7a,SARS-CoV-2,X-RAY DIFFRACTION,1,2.2,,0.2295,0.2598
7jtl,pdb/orf8/SARS-CoV-2/7jtl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf8/SARS-CoV-2/7jtl,orf8,SARS-CoV-2,X-RAY DIFFRACTION,0,2.04,,0.2174,0.2574
7jx6,pdb/orf8/SARS-CoV-2/7jx6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf8/SARS-CoV-2/7jx6,orf8,SARS-CoV-2,X-RAY DIFFRACTION,0,1.61,,0.2023,0.2331
7lg2,pdb/orf8/SARS-CoV-2/7lg2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf8/SARS-CoV-2/7lg2,orf8,SARS-CoV-2,X-RAY DIFFRACTION,0,2.4,,0.1903,0.2537
6z4u,pdb/orf9b/SARS-CoV-2/6z4u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf9b/SARS-CoV-2/6z4u,orf9b,SARS-CoV-2,X-RAY DIFFRACTION,0,1.95,,0.2175,0.2567
7kdt,pdb/orf9b/SARS-CoV-2/7kdt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf9b/SARS-CoV-2/7kdt,orf9b,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.05,,,
7dhg,pdb/orf9b/SARS-CoV-2/7dhg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf9b/SARS-CoV-2/7dhg,orf9b,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.2241,0.2668
2mm4,pdb/protein_e/SARS-CoV/2mm4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV/2mm4,protein_e,SARS-CoV,SOLUTION NMR,0,,,,
5x29,pdb/protein_e/SARS-CoV/5x29,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV/5x29,protein_e,SARS-CoV,SOLUTION NMR,0,,,,
5xer,pdb/protein_e/SARS-CoV/5xer,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV/5xer,protein_e,SARS-CoV,SOLUTION NMR,0,,,,
5xes,pdb/protein_e/SARS-CoV/5xes,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV/5xes,protein_e,SARS-CoV,SOLUTION NMR,0,,,,
7k3g,pdb/protein_e/SARS-CoV-2/7k3g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV-2/7k3g,protein_e,SARS-CoV-2,SOLID-STATE NMR,0,,,,
7ntk,pdb/protein_e/SARS-CoV-2/7ntk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV-2/7ntk,protein_e,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1957,0.2287
7m4r,pdb/protein_e/SARS-CoV-2/7m4r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV-2/7m4r,protein_e,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.65,,,
1xjr,pdb/rna/SARS-CoV/1xjr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV/1xjr,rna,SARS-CoV,X-RAY DIFFRACTION,0,2.7,,0.23136,0.24326
6xrz,pdb/rna/SARS-CoV-2/6xrz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/6xrz,rna,SARS-CoV-2,ELECTRON MICROSCOPY,0,6.9,,,
7mlx,pdb/rna/SARS-CoV-2/7mlx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7mlx,rna,SARS-CoV-2,X-RAY DIFFRACTION,0,2.09,,0.1994,0.2309
7lyj,pdb/rna/SARS-CoV-2/7lyj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7lyj,rna,SARS-CoV-2,X-RAY DIFFRACTION,0,1.95,,0.2102,0.2506
7o7z,pdb/rna/SARS-CoV-2/7o7z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o7z,rna,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.4,,,
7mky,pdb/rna/SARS-CoV-2/7mky,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7mky,rna,SARS-CoV-2,X-RAY DIFFRACTION,0,1.2,,0.1537,0.1877
7o7y,pdb/rna/SARS-CoV-2/7o7y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o7y,rna,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.2,,,
7o81,pdb/rna/SARS-CoV-2/7o81,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o81,rna,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.1,,,
7o80,pdb/rna/SARS-CoV-2/7o80,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o80,rna,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
2ajf,pdb/surface_glycoprotein/SARS-CoV/2ajf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2ajf,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.8,,0.218,0.275
3d0g,pdb/surface_glycoprotein/SARS-CoV/3d0g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3d0g,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.8,,0.214,0.279
3d0h,pdb/surface_glycoprotein/SARS-CoV/3d0h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3d0h,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,3.1,,0.221,0.302
3d0i,pdb/surface_glycoprotein/SARS-CoV/3d0i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3d0i,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.9,,0.224,0.278
3sci,pdb/surface_glycoprotein/SARS-CoV/3sci,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3sci,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.9,,0.22587,0.28264
3scj,pdb/surface_glycoprotein/SARS-CoV/3scj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3scj,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,3.0,,0.22961,0.27771
3sck,pdb/surface_glycoprotein/SARS-CoV/3sck,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3sck,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,3.0,,0.2392,0.28529
3scl,pdb/surface_glycoprotein/SARS-CoV/3scl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3scl,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,3.0,,0.23881,0.29178
6acg,pdb/surface_glycoprotein/SARS-CoV/6acg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6acg,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,5.4,,,
6acj,pdb/surface_glycoprotein/SARS-CoV/6acj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6acj,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,4.2,,,
6ack,pdb/surface_glycoprotein/SARS-CoV/6ack,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6ack,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,4.5,,,
6cs2,pdb/surface_glycoprotein/SARS-CoV/6cs2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6cs2,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,4.4,,,
6lzg,pdb/surface_glycoprotein/SARS-CoV-2/6lzg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6lzg,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.5,,0.1884,0.2156
6m0j,pdb/surface_glycoprotein/SARS-CoV-2/6m0j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6m0j,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,1,2.45,,0.192,0.2269
6m17,pdb/surface_glycoprotein/SARS-CoV-2/6m17,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6m17,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,1,2.9,,,
6vw1,pdb/surface_glycoprotein/SARS-CoV-2/6vw1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6vw1,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,1,2.68,,0.197,0.2288
1wnc,pdb/surface_glycoprotein/SARS-CoV/1wnc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1wnc,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.8,,0.233,0.273
1wyy,pdb/surface_glycoprotein/SARS-CoV/1wyy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1wyy,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.2,,0.21,0.249
1zv7,pdb/surface_glycoprotein/SARS-CoV/1zv7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1zv7,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.7,,0.209,0.258
1zv8,pdb/surface_glycoprotein/SARS-CoV/1zv8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1zv8,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.94,,0.2032,0.27427
1zva,pdb/surface_glycoprotein/SARS-CoV/1zva,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1zva,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.5,,0.211,0.246
1zvb,pdb/surface_glycoprotein/SARS-CoV/1zvb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/1zvb,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.7,,0.194,0.239
2beq,pdb/surface_glycoprotein/SARS-CoV/2beq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2beq,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.6,,0.199,0.241
2bez,pdb/surface_glycoprotein/SARS-CoV/2bez,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2bez,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,1.6,,0.206,0.244
2dd8,pdb/surface_glycoprotein/SARS-CoV/2dd8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2dd8,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.3,,0.199,0.261
2fxp,pdb/surface_glycoprotein/SARS-CoV/2fxp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2fxp,surface_glycoprotein,SARS-CoV,SOLUTION NMR,0,,,,
2ghv,pdb/surface_glycoprotein/SARS-CoV/2ghv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2ghv,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.2,,0.18237,0.21312
2ghw,pdb/surface_glycoprotein/SARS-CoV/2ghw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2ghw,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.29,,0.24843,0.29537
2rum,pdb/surface_glycoprotein/SARS-CoV/2rum,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2rum,surface_glycoprotein,SARS-CoV,SOLUTION NMR,0,,,,
2run,pdb/surface_glycoprotein/SARS-CoV/2run,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/2run,surface_glycoprotein,SARS-CoV,SOLUTION NMR,0,,,,
3bgf,pdb/surface_glycoprotein/SARS-CoV/3bgf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/3bgf,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.8,,0.234,0.286
5wrg,pdb/surface_glycoprotein/SARS-CoV/5wrg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5wrg,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,4.3,,,
5x4s,pdb/surface_glycoprotein/SARS-CoV/5x4s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5x4s,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.2,,0.2519,0.2824
5x58,pdb/surface_glycoprotein/SARS-CoV/5x58,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5x58,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.2,,,
5x5b,pdb/surface_glycoprotein/SARS-CoV/5x5b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5x5b,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.7,,,
5xjk,pdb/surface_glycoprotein/SARS-CoV/5xjk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5xjk,surface_glycoprotein,SARS-CoV,SOLUTION NMR,0,,,,
5xlr,pdb/surface_glycoprotein/SARS-CoV/5xlr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5xlr,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.8,,,
5zvm,pdb/surface_glycoprotein/SARS-CoV/5zvm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/5zvm,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,3.3,,0.2476,0.3014
6acc,pdb/surface_glycoprotein/SARS-CoV/6acc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6acc,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.6,,,
6acd,pdb/surface_glycoprotein/SARS-CoV/6acd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6acd,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.9,,,
6crv,pdb/surface_glycoprotein/SARS-CoV/6crv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crv,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.2,,,
6crw,pdb/surface_glycoprotein/SARS-CoV/6crw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crw,surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.9,,,
